file,instance,opt_value,gap_genetic,gap_greedy,gap_surrogate,gap_rech_local_greedy,gap_rech_local_surrogate
mknapcb8,23,153169.0,0.026715588663502404,0.02337940444868087,0.0385978886067024,0.02337940444868087,0.01052432280683428
mknapcb8,24,150287.0,0.025970310139932264,0.017852508866369014,0.03043510084039205,0.017852508866369014,0.008477113788950474
mknapcb8,25,148544.0,0.033781236535975874,0.009640241275312366,0.01388814088754847,0.009640241275312366,0.005129793192589401
mknapcb8,26,147471.0,0.029097246238243453,0.013399244597242848,0.029293895070895293,0.013399244597242848,0.010171491344060866
mknapcb8,27,152841.0,0.026393441550369337,0.014348244253832415,0.018561773346157117,0.014348244253832415,0.005077171701310512
mknapcb8,28,149568.0,0.028254706889174155,0.01563837184424476,0.037962665810868636,0.01563837184424476,0.006164420196833547
mknapcb8,29,149572.0,0.026482229294252934,0.031155563875591687,0.035314096221217874,0.031155563875591687,0.007661861845800016
mknapcb9,0,115868.0,0.06869886422480755,0.052654745054717435,0.0598266993475334,0.052654745054717435,0.019410018296682433
mknapcb9,1,114667.0,0.06875561408251721,0.03974116354312923,0.04728474626527249,0.03974116354312923,0.0150871654442865
mknapcb9,2,116661.0,0.04855950146149956,0.03463025346945423,0.05501410068489041,0.03463025346945423,0.01764085684161802
mknapcb9,3,115237.0,0.06799031561043763,0.06671468365195206,0.09824101634023795,0.06671468365195206,0.022180376094483544
mknapcb9,4,116353.0,0.07953383238936684,0.06924617328302665,0.08235284006428713,0.06924617328302665,0.01633821216470568
mknapcb9,5,115604.0,0.06198747448185184,0.0423860766063458,0.06284384623369434,0.0423860766063458,0.01919483754887374
mknapcb9,6,113952.0,0.07311850603762989,0.06615065992698681,0.08231536085369279,0.06615065992698681,0.015761022184779556
mknapcb9,7,114199.0,0.07298662860445362,0.035788404451877864,0.06600758325379381,0.035788404451877864,0.013949334057215913
mknapcb9,8,115247.0,0.052738899927980774,0.039870886010047984,0.054448271972372383,0.039870886010047984,0.017102397459369874
mknapcb9,9,116947.0,0.056290456360573594,0.055956971961657845,0.07027969935098806,0.055956971961657845,0.016272328490683816
mknapcb9,10,217995.0,0.11135576504048258,0.024885891878254088,0.03939998623821647,0.024885891878254088,0.008435973302139957
mknapcb9,11,214534.0,0.1207547521604967,0.02833583487931983,0.04079073713257572,0.02833583487931983,0.009816625802903036
mknapcb9,12,215854.0,0.10976863991401596,0.021611830218573665,0.029941534555764544,0.021611830218573665,0.010131848378996914
mknapcb9,13,217836.0,0.11698709120622854,0.037927615270203274,0.03994289281845058,0.037927615270203274,0.014712903285040121
mknapcb9,14,215566.0,0.11753708840911832,0.032096898397706505,0.047577076162289046,0.032096898397706505,0.00951448744236104
mknapcb9,15,215762.0,0.11787061669802838,0.024063551505825863,0.036855424032035296,0.024063551505825863,0.008778190784290098
mknapcb9,16,215772.0,0.10982425893999222,0.02536937137348683,0.04340229501510854,0.02536937137348683,0.008592403092152827
mknapcb9,17,216336.0,0.10134235633459064,0.022280156793136604,0.024873345166777604,0.022280156793136604,0.00693365875305081
mknapcb9,18,217290.0,0.09928206544249621,0.023627410373233928,0.02670164296562198,0.023627410373233928,0.01260067191311151
mknapcb9,19,214624.0,0.11503839272401968,0.016689652601759357,0.026143394960489043,0.016689652601759357,0.009691367228268973
mknapcb9,20,301627.0,0.027288671107029542,0.014962188398253471,0.020551873671786677,0.014962188398253471,0.004671332473551771
mknapcb9,21,299985.0,0.03784189209460473,0.01796423154491058,0.02444455556111139,0.01796423154491058,0.0058536260146340655
mknapcb9,22,304995.0,0.031200511483794817,0.016341251495926162,0.02073148740143281,0.016341251495926162,0.004786963720716733
mknapcb9,23,301935.0,0.028052395383112258,0.012966366933280342,0.02066338781525825,0.012966366933280342,0.0050176362462119335
mknapcb9,24,304404.0,0.029181613907833012,0.012680516681778163,0.016106884272217185,0.012680516681778163,0.004907951275278905
mknapcb9,25,296894.0,0.02869711075333284,0.009013317884497498,0.01985220314320936,0.009013317884497498,0.002677723362546902
mknapcb9,26,303233.0,0.03203147414694311,0.019470176399006705,0.024871963143853076,0.019470176399006705,0.004570742630254623
mknapcb9,27,306944.0,0.03035732902418682,0.01304146684737281,0.01304146684737281,0.01304146684737281,0.005544985404503753
mknapcb9,28,303057.0,0.03374942667550989,0.01049307556004316,0.023051769139138843,0.01049307556004316,0.005342229349594301
mknapcb9,29,300460.0,0.030330160420688278,0.01137256207149038,0.015992145377088464,0.01137256207149038,0.004939093390135126
